"addressid","addressline1","addressline2","city","stateprovinceid","postalcode","spatiallocation","rowguid","modifieddate"
13062,"3704 Panoramic Drive",,London,14,W1X3SE,E6100000010CBE3B378AD4BE494016AB062CFC46C0BF,bd61b335-8555-474d-8916-45d894206234,2013-11-16 00:00:00.000
13063,"3880 95th St.",,Beaverton,58,"97005",E6100000010C64BD183433BD464053CBEDBF21B45EC0,ef1445b1-8736-4646-bbe9-a7628a71d10b,2014-03-28 00:00:00.000
13064,"9996 Solano Drive",,Burlingame,9,"94010",E6100000010CCA832019A3CC424039BA5CAC95925EC0,b9bdf572-3c8e-4290-80ad-a1b1b44844ab,2013-12-14 00:00:00.000
13065,"8521 Knewal Rd",,Matraville,50,"2036",E6100000010C7724F09F1D0041C091AEFBCDB7E36240,"4a11b600-2a32-4f05-9019-0f4c5c4f87f6",2012-01-24 00:00:00.000
13066,"782 West Way",,York,14,YO15,E6100000010CD371CD7D58124B40ADD245A0954BF2BF,"8a383c75-69ee-4086-ac83-08ba3f5710a1",2013-09-01 00:00:00.000
13067,"2 Fall Creek Road",,West Covina,9,"91791",E6100000010C5F4F2C4A7407414098B1A6F82B7C5DC0,ae87b298-6135-40c1-815a-f776367c29ac,2013-12-02 00:00:00.000
13068,"259 True Drive",,Santa Monica,9,"90401",E6100000010C746EDD084D0441401B8F8F9BC2A85DC0,"6bbdbf54-d14b-4e22-b134-e3ee63beec3c",2014-05-22 00:00:00.000
13069,"1246 Newport Drive",,Spring Valley,9,"91977",E6100000010C1EFC460B416040401E33ED63093B5DC0,c1dd03b0-083e-4fb0-b7ca-71398645d514,2014-03-20 00:00:00.000
13070,"2, route de Marseille",,Roncq,145,"59223",E6100000010CC223B2C2176849406FC0A881E8F60840,"86700b0e-9191-45a0-a84c-0c4e7838ded3",2013-12-21 10:09:29.423
13071,"1540 St. Raphael Drive",,Metchosin,7,V9,E6100000010C9D6E098E052D4840EEF9667044DE5EC0,"31757276-a05f-46ee-bd9f-6a0cdcaf1594",2013-08-21 00:00:00.000
13072,"2781 Cresent Dr.",,Versailles,164,"78000",E6100000010C5C7BE88EEF6748406B311156C9F60040,"27dcab2c-d699-4f90-ba4c-16beca22b348",2013-12-21 10:09:29.423
13073,Postfach 2 66 66,,Solingen,53,"42651",E6100000010C50D2B0586B9C4940ECE8D92293661C40,"3d327668-5650-4d3f-ba68-ba9d28c155c7",2012-12-28 00:00:00.000
13074,"5985 Bouncing Road",,Lakewood,9,"90712",E6100000010C0822FE8836F24040F9FD4A9AB4945DC0,"5a1fd931-6c03-43bb-b4d5-836b01c347cc",2014-03-15 00:00:00.000
13075,"8309 Colonial Way",,Lane Cove,50,"1597",E6100000010CC58B71EC00EA40C08D195DCEE1E56240,faa9cd14-6a1c-4adc-8a72-fb5048ac881d,2014-01-12 00:00:00.000
13076,"7481 Crown Ct.",,Bellflower,9,"90706",E6100000010C04789095EDF54040C6DF827B9F925DC0,c1f4ed1c-d5dc-4076-a416-fb747cfd5371,2013-07-16 00:00:00.000
13077,Alte Landstr 991,,Berlin,19,"14129",E6100000010C5696768AE22F4A4080C71AA837652A40,"436d48f9-917e-484a-bc52-bf29692a3538",2011-12-28 00:00:00.000
13078,"3595 Santa Fe",,Novato,9,"94947",E6100000010C3C19B192AF1343401E10852F29AC5EC0,"385ae9d1-734a-43d7-a985-9b49e4b39b0b",2013-09-17 00:00:00.000
13079,"081, boulevard du Montparnasse",,Seattle,79,"98104",E6100000010C3091CBA41BD247409FEA9D6940985EC0,ee51d99c-8ee2-442c-8141-33d7553b0414,2013-12-06 00:00:00.000
13080,"11, rue Descartes",,Versailles,164,"78000",E6100000010C0BC6C24DCF69484097DE3EF58BEE0040,"0bf3e1a2-89bd-4281-91a1-38d66c36f0fe",2013-12-21 10:09:29.423
13081,Am Karlshof 6883,,Darmstadt,19,"64283",E6100000010C2562D04335F74840AE20DB130E502140,a76d10f1-5bd8-4e44-9ac0-3f20fb0ce03d,2014-05-27 00:00:00.000
13082,Heideweg 1442,,Werne,53,"59368",E6100000010CB8782F6670DD4940A4C1B2DE74801E40,aa7ed078-570a-44e6-97c7-9dde0aebebe3,2013-04-11 00:00:00.000
13083,"5615 Rock Oak Road",,Metchosin,7,V9,E6100000010CF46E813C6839484068082A0B86D95EC0,bde27ab2-8ee9-4465-8196-34a4b82a2855,2013-10-17 00:00:00.000
13084,"275 South Ranchford Ct",,Melbourne,77,"3000",E6100000010C2BA7DA93B4E242C0306560C689226240,"7dd74116-18a6-4084-af9c-a313bc6e6d77",2011-11-07 00:00:00.000
13085,"7611 Kim Court",,London,14,EC1R 0DU,E6100000010CFEE5B53ED8CA49403BE58AB5B51DBBBF,"40992eb9-6a3f-46f8-b667-39972c831f04",2013-07-21 00:00:00.000
13086,"6897 Pome Court",,Portland,58,"97205",E6100000010CE24716DFD9C04640C7F9EEE151AF5EC0,"89fa9a90-d6d9-4503-b54d-61134eae9c80",2013-08-20 00:00:00.000
13087,"1811 Cashew Lane",,Port Hammond,7,V6B 3P7,E6100000010C85C546E107A64840C3B8D7A191D05EC0,"8d89f993-fb93-4fa5-b43e-e19c35e703ed",2013-08-23 00:00:00.000
13088,"135 Grant Street",,Townsville,64,"4810",E6100000010C70DF0C83043733C0F4CC8A34F9566240,"3c0cb102-74fc-4a9f-9393-a883533e5415",2013-09-20 00:00:00.000
13089,"1343 Prospect St",,Marysville,79,"98270",E6100000010C1C6B5B4D840B4840AFB614F977895EC0,a1d79dd8-9384-4a0e-96b6-7f6ac2f9e2c8,2013-11-02 00:00:00.000
13090,"6510 Hacienda Drive",,Imperial Beach,9,"91932",E6100000010C1D3ED248004940402F325B50534E5DC0,"0010f44c-98e9-411c-a12b-c8eb0731f50e",2014-04-11 00:00:00.000
13091,"1288 Vista Del Rio",,Coffs Harbour,50,"2450",E6100000010CD3122519CA243EC0C8999E895D236340,"7b576702-542f-4abf-960d-2af3ef857ee9",2013-07-09 00:00:00.000
13092,Am Karlshof 75,,Ingolstadt,8,"85049",E6100000010CC590A953A7664840E10307B701B52640,"310dfba2-9982-439f-80ca-80702d2e2f90",2012-10-29 00:00:00.000
13093,"6296 Elmonte Drive",,Oregon City,58,"97045",E6100000010C52701BF821AD464033FC432EC5AC5EC0,"818753b6-dc78-46e9-8c59-9f2519142421",2012-06-27 00:00:00.000
13094,Zeiter Weg 2264,,Sulzbach Taunus,70,"66272",E6100000010C00000000000000000000000000000000,edec0fbf-58b1-49b2-8418-24a74fd1d832,2013-09-22 00:00:00.000
13095,"7070 W. Watson Court",,Yakima,79,"98901",E6100000010CE1826C33C25247409A73333C711C5EC0,"76c2c6fb-1f63-40ea-ae4d-ef4ce1ff0640",2013-12-10 00:00:00.000
13096,Herzogstr 5772,,Offenbach,70,"63009",E6100000010C19D1BD0F5D044940929C13F8B6862140,a35f049b-0f3a-4bdb-bcf3-d649047f8c55,2012-11-10 00:00:00.000
13097,"5402 Panorama Drive",,Glendale,9,"91203",E6100000010C980A644F2D16414086E934B053995DC0,facca100-a111-4715-89e0-299430f1e78e,2013-09-12 00:00:00.000
13098,"2279 Pineview Lane",,Bellingham,79,"98225",E6100000010C183081DB605F48407A253CB8FFA35EC0,b04f2725-6fe3-4b6a-9af7-645763ab3b7a,2014-05-17 00:00:00.000
13099,"7644 Browning Place",,Newcastle upon Tyne,14,NT20,E6100000010C9308B88866814B40A50190F4A2C3F9BF,"571c7141-8d41-488b-81c7-16126d1bf709",2013-08-31 00:00:00.000
13100,"8352 Turning View Cricle Drive",,San Diego,9,"92102",E6100000010CAE9DBE9D1B5E4040D61D15E9AF4F5DC0,"4da36744-ce87-48a1-90c3-6ebbae465481",2014-01-17 00:00:00.000
13101,Postenweg 4642,,Solingen,53,"42651",E6100000010C5A4A60B4B28C4940965010AFC1681C40,"443c1883-4d14-4ebb-92ac-ae2133777679",2014-02-18 00:00:00.000
13102,"70, rue de l´Esplanade",,Tremblay-en-France,179,"93290",E6100000010CAC58649903814840F8825BDD40760440,bf221243-65c8-4fcf-a2d6-64002bfff941,2013-12-21 10:09:29.423
13103,"4010 Willow Pass Road",,Goulburn,50,"2580",E6100000010C236083C9C04941C03FEDB7316CB96240,"467ad1c3-a5ac-4636-9f12-81d5338f54b8",2012-06-18 00:00:00.000
13104,"6937 E. 42nd Street",,Downey,9,"90241",E6100000010C12B28AB545FA4040752FDCCCD5935DC0,"255d5add-7dc1-4f5f-83b1-7b362952e4b8",2014-05-08 00:00:00.000
13105,Kurfürstenstr 5094,,Berlin,20,"14111",E6100000010CC92DC855823E4A4044AD2BDF65BE2A40,"37e56977-39fa-4980-8c2c-6365c8573e9c",2013-08-22 00:00:00.000
13106,"2798 Castlewood",,Marysville,79,"98270",E6100000010C0E67323270104840BBBE84E131955EC0,"3ad6f70f-dc9e-47c0-abe4-c8b141b4e9d5",2011-11-02 00:00:00.000
13107,"4293 Concord Ct.",,Everett,79,"98201",E6100000010C4F4D16BDA0FB4740CE75EF9F15855EC0,"9bfa94b4-bb31-487f-b85a-1b266dfd4023",2013-11-08 00:00:00.000
13108,Klara Straße 8463,,Bottrop,53,"46236",E6100000010C65160CBF39BB49401070542BC8B01B40,"48911ddb-4f84-459d-b9ee-c7e17c032494",2013-04-30 00:00:00.000
13109,"7751 Lunar Lane",,Oregon City,58,"97045",E6100000010CD1F9A2BA08B04640796611A433AB5EC0,ef7af851-9c89-4777-a40d-bad6a16f2b34,2013-10-06 00:00:00.000
13110,"2157 Clark Creek Lane",,Daly City,9,"94015",E6100000010C748B6C5755DC42404AECA611D0A65EC0,"0fec675a-68a0-485f-9dff-a499a5b7fa8c",2013-09-02 00:00:00.000
13111,"5869 Heights Avenue",,Walla Walla,79,"99362",E6100000010C023D009292064740B3CC1582818B5DC0,a6f5eba5-8ec2-4639-b10a-eb0ebb00bf45,2013-12-26 00:00:00.000
13112,"3356 Eastgate Ave.",,Colma,9,"94014",E6100000010CB7E749794CD84240D1971980A29D5EC0,"6d0385d6-f9c8-49a9-842a-526a3f587712",2014-02-28 00:00:00.000
13113,"529 Leewood Place",,Imperial Beach,9,"91932",E6100000010C6523FA05164B40408AAF44A7134C5DC0,"4d4be9c0-6149-415c-a6af-f66adfce88f7",2013-06-09 00:00:00.000
13114,"9494 Buena Vista",,East Brisbane,64,"4169",E6100000010C63B0C28060833BC06B7C5053D6206340,"1851ee93-a705-4aee-95b6-b743f4135f47",2014-01-24 00:00:00.000
13115,"7151 Corte Bonita",,Kirkby,14,KB9,E6100000010C33636508AEB54A40B9C65F0A512107C0,"1ac97bd6-7e8c-48ec-8a10-49e919700869",2014-04-20 00:00:00.000
13116,Wasserstr 64,,Saarbrücken,70,"66001",E6100000010CEEF7BE54CE94484039467F8E19061C40,f37289ed-4d9c-462e-96c8-213e95242207,2013-07-10 00:00:00.000
13117,Pascalstr 756,,München,53,"80074",E6100000010C00000000000000000000000000000000,"0c7e8e39-ff0c-44c5-9983-2e144308b048",2012-05-17 00:00:00.000
13118,Viktoria-Luise-Platz 473,Verkaufsabteilung,Berlin,70,"14197",E6100000010C8C60BF7F2C374A405FAD9B9588A42A40,"46a34b4f-08a9-400a-8b68-4dea920befef",2013-07-20 00:00:00.000
13119,"2515 Beauty St",,Hobart,71,"7001",E6100000010C88D2C12EDC6645C06E868C4629706240,"8dfcb488-6590-489d-94d5-16a0b29d5bd6",2013-11-20 00:00:00.000
13120,"4720 Black Pine Lane",,Los Angeles,9,"90012",E6100000010CFFD437BEFF0D41409B6C56513D985DC0,"33e21d62-1517-4229-8690-08e941b0958d",2014-04-08 00:00:00.000
13121,"311, rue Villedo",,Bobigny,179,"93000",E6100000010C0134CA11887348406765D677E4820340,"49a78cf9-6fd5-4c2a-9127-1d15c47c2d0c",2013-12-21 10:09:29.423
13122,"9568 Gold Crest Ct.",,Hobart,71,"7001",E6100000010CE7FA4EE5A16F45C0B0B0D1BB14696240,"95b13987-b406-4ac5-8dc7-d227a80ff05a",2013-03-28 00:00:00.000
13123,"1597 Vista Del Sol",,Newton,7,V2M1P1,E6100000010C28CE7FEDD0FE4A40DAEFB1B279A65EC0,"458f7ad0-ba9e-4360-b236-6124d5e93e00",2013-12-28 00:00:00.000
13124,"511, rue Villedo",,Dunkerque,145,"59140",E6100000010CAF0586327F8349406008A0D874D10240,"91ff7556-d77b-46b5-bff3-f525af7017c4",2013-12-21 10:09:29.423
13125,"9206 West Rd.",,Everett,79,"98201",E6100000010C2542C53B9D034840B7FEBA2482955EC0,"48b4f45c-0f8e-45c7-9236-abb0e291da7c",2013-02-22 00:00:00.000
13126,"7284 Adobe Dr.",,Edmonds,79,"98020",E6100000010C2738BA0B27ED47401B955DB8E8905EC0,c26a5f09-4f17-4669-a916-3b798c16958d,2014-02-25 00:00:00.000
13127,"9903 East Lane",,Beaverton,58,"97005",E6100000010C43C468E3B4B9464057EEF4587DB65EC0,"145eb4df-b8a2-4e8c-86eb-81cd961dc6aa",2013-07-27 00:00:00.000
13128,"7324 Mt. Tri-state Ct.",,San Diego,9,"92102",E6100000010CCF8D52CB565A404090E5F306F04E5DC0,"64e38423-17d4-4be7-af15-1355ecaa62fc",2014-06-20 00:00:00.000
13129,"5656 Via Delaware",,Sedro Woolley,79,"98284",E6100000010C04C4AF1D793648407C3DDFA3088C5EC0,c4cc3355-10d5-4136-9a00-4f78f6d31128,2011-06-28 00:00:00.000
13130,"215, avenue de la Gare",,Saint Germain en Laye,164,"78100",E6100000010C2BD9BEA5B26F48408298A8D328CB0040,"256af51f-60a3-4dc8-8294-37c88b95999c",2013-12-21 10:09:29.423
13131,"6, rue des Vendangeurs",,Croix,145,"59170",E6100000010C5A10D091155C4940998A1ED0853E0940,bad076ac-97c5-4ee4-8d2b-afbd9a4d7eaa,2013-12-21 10:09:29.423
13132,"3244 E Eagle Peak Rd.",,Port Hammond,7,V6B 3P7,E6100000010CE7F602DD179F4840B8F65A3E06C05EC0,e30dce1e-beaf-4cce-a971-9ea0db51b509,2014-01-13 00:00:00.000
13133,"219, rue Descartes",,Les Ulis,177,"91940",E6100000010C72C4C1BE61514840DAA7F8B400520140,e427916e-b360-43c5-9314-f3de93e8430f,2013-12-21 10:09:29.423
13134,"6448 Castle Court",,Chula Vista,9,"91910",E6100000010CA4B1C996A14F40406E36D8041C4A5DC0,d2af90ca-cc24-42b7-b4ab-99cabc1e1738,2014-04-27 00:00:00.000
13135,"5278 Tanager Court",,London,14,SE1 8HL,E6100000010C6797461288C749409F36277016E3BABF,fd682ca1-4bc1-4037-938c-97f3b646041f,2013-10-04 00:00:00.000
13136,"7943 Walnut Ave",,Chula Vista,9,"91910",E6100000010C732F7975484C40407C0AA703E9405DC0,f08ed6c5-3070-480c-8788-f3bab4e31eeb,2012-06-25 00:00:00.000
13137,"26, rue de l´Esplanade",,Chatou,164,"78400",E6100000010C0379F720837B484014ADDAF752380140,e968cf0c-5e30-4532-b809-4e892305952b,2013-12-21 10:09:29.423
13138,"7 Churchill Dr.",,Corvallis,58,"97330",E6100000010C771D7528464E464065D5DE174BD65EC0,"16d230d4-f5ae-42a5-803a-aeba80b59569",2013-12-26 00:00:00.000
13139,"476 Bay Drive",,Hobart,71,"7001",E6100000010CFDFF58D34F6645C039FE214FD3756240,d280a720-7b6e-484f-93fe-56e13057282e,2014-02-02 00:00:00.000
13140,"7725 Camel Pl.",,Townsville,64,"4810",E6100000010C644D54967A3933C04BE8CF67DE506240,"5eded7ad-8660-4bfc-aa1d-377ecab73bc5",2014-01-28 00:00:00.000
13141,"6834 Violetta",,York,14,YO15,E6100000010CDEEB2861A5F84A4074DCC3585153F1BF,a0e01f64-1fbd-4d6e-b63a-c70d4395a6c6,2013-12-06 00:00:00.000
13142,"8612 Pembrook Court",,Perth,66,"6006",E6100000010C8322D371DBED3FC08204C728CD015D40,c78027e6-ac7a-40a8-aafb-e4e0d14a46b2,2013-05-20 00:00:00.000
13143,"3457 Bel Air Drive",,Redwood City,9,"94063",E6100000010C1D95CCFA9FB74240ED0F4348AF815EC0,"8e6f8bc8-23f0-412b-a7e4-671c52fd9dfd",2013-12-05 00:00:00.000
13144,"8370 Birchwood Dr",,Imperial Beach,9,"91932",E6100000010C3C00AFC7D5494040CCAA175594475DC0,"18710a60-79f2-4144-89ca-16b310a1592a",2014-05-04 00:00:00.000
13145,"2257 Gate Drive",,Silverwater,50,"2264",E6100000010CB2CBD25FF49540C038C0A46984EF6240,b8feb99b-11ce-4cca-8899-b7412dfaa652,2012-08-02 00:00:00.000
13146,Hauptstr 6057,,München,53,"80074",E6100000010C00000000000000000000000000000000,"927a18e4-6e9d-4db7-84f8-4ed6f2291910",2013-08-29 00:00:00.000
13147,"7902 Grammercy Lane",Unit C,Santa Cruz,9,"95062",E6100000010C6EC52FDA3B7B424049A51C4E9E7B5EC0,e5af4ce0-d122-4986-98c2-33be04651e8a,2013-05-09 00:00:00.000
13148,"3070 Sahara Drive",,Gold Coast,64,"4217",E6100000010C105197E4FFFC3BC0DC2A38FD922B6340,"34908eb7-f31f-4825-9f22-53e6fc8bd408",2013-07-01 00:00:00.000
13149,"934 Acardia Pl",,Watford,14,WA3,E6100000010C1A26F96467DB4940B4553BDA320AD9BF,"6d1c330c-deef-4dee-9e51-dfb22a58e1ef",2014-01-30 00:00:00.000
13150,"975 Madrid",,Concord,9,"94519",E6100000010C5D90485E73044340B787D5DE8C805EC0,"029ff8e0-6abd-46ef-8e66-e9d38c163d92",2014-05-14 00:00:00.000
13151,"494 Crown Court",,Bendigo,77,"3550",E6100000010C97EF286FD86242C074141860D50F6240,"9c415e91-5133-4920-8acd-b4f3a87d96e8",2013-10-30 00:00:00.000
13152,"1962 Ferndale Lane",,Lemon Grove,9,"91945",E6100000010CCB798BCA7A6240405AF299067E4D5DC0,"09c5985e-84f1-4545-8618-8b9e60d5d0fe",2011-12-05 00:00:00.000
13153,"4912 Mellowood Street",,Sooke,7,V0,E6100000010C16ECB39C45304840138C9893EDF55EC0,"25baddb5-8a41-4e0f-9534-68a6ed8f84ae",2013-10-09 00:00:00.000
13154,"8361 Flora Ave.",,Runcorn,14,TY31,E6100000010CA238A13A91A74A4032E0DE075FAE05C0,"6d9ba44b-6245-4f38-97a1-c35fc0ad96d1",2014-03-23 00:00:00.000
13155,Zimmerstr 11,,Erlangen,8,"91054",E6100000010CF2A65784ABD648406099622825102640,"7d233ec9-6c21-41d5-acd3-fb2707ce55bd",2012-03-19 00:00:00.000
13156,"6702 Smiling Tree Court",,Burbank,9,"91502",E6100000010CBD80AFB885124140D0EB11B9269C5DC0,c4f053f2-c5d6-48d9-b30c-e4d8aaa75a6f,2014-06-16 00:00:00.000
13157,"97 Hermosa",,Salem,58,"97301",E6100000010CA657B940E47D464072FD68743DC95EC0,c18462f1-ae3a-4c98-b928-d366f855057a,2011-10-08 00:00:00.000
13158,Bundesallee 7576,,München,53,"80074",E6100000010C00000000000000000000000000000000,"5b0df73c-3807-453a-9079-f6ef75047beb",2014-01-05 00:00:00.000
13159,"4312 Cambridge Drive",,Billericay,14,CM11,E6100000010C7BA28D4CB4C84940C4FD8CA54EB5DA3F,"2abaa781-6dd6-40a2-a4d4-7c79687b9a82",2013-08-08 00:00:00.000
13160,"6061 St. Paul Way",,Everett,79,"98201",E6100000010C81C80E4F120648401EEF0B6C408F5EC0,f3d9e9a9-dc2f-4323-bc3e-fdce3b4ea85b,2011-11-18 00:00:00.000
13161,"6307 Greenbelt Way",,London,14,W1Y 3RA,E6100000010C1CDDDB85C3C44940B9184C24FC4BC0BF,"5a22130f-284d-48bd-ac53-350c11860919",2014-05-25 00:00:00.000
13162,"8065 Sand Point Road",,Matraville,50,"2036",E6100000010CBA272B5BAEF540C0927879FEF1EB6240,"8ee517bc-5858-49b1-9914-d20120aa7d92",2013-07-04 00:00:00.000
13163,"2430 Santa Lucia",,Lebanon,58,"97355",E6100000010CC4725B08064746404D7C261D2BAB5EC0,"5d2c89aa-9fde-4ec9-b8a0-046fcb53597e",2014-03-19 00:00:00.000
13164,"80, avenue des Champs-Elysées",,Villeneuve-d'Ascq,145,"59491",E6100000010C7F1A2BE6734A4940BF595A443D280940,d1b2b44f-b676-4d5c-b2b3-2b93149c497c,2013-12-21 10:09:29.423
13165,"3711 Rollingwood Dr",,Redmond,79,"98052",E6100000010C81F95CC0C9CE4740DF504FDE93875EC0,df75d543-526a-40f6-8e5a-bb0ee94d3449,2014-05-07 00:00:00.000
13166,"8624 Valley Blvd.",,Newton,7,V2M1P1,E6100000010CB91168E276F44A40BD01C5B930B65EC0,"59d58022-512b-48b7-8c60-d6da4bf06ad6",2013-12-30 00:00:00.000
13167,"7614 Heron Ct",,Gold Coast,64,"4217",E6100000010C737F3F6195003CC0F330BAB0022F6340,"6206c059-e192-43fb-8180-4899659b68fb",2013-09-19 00:00:00.000
13168,"5980 Icicle Circle",Unit H,Lincoln Acres,9,"91950",E6100000010CC77B3532595540400793751E9C435DC0,"93606df6-1a5a-48da-bd65-ec617131a5f3",2014-05-21 00:00:00.000
13169,"4500 Willow Dr.",,Oxford,14,OX14 4SE,E6100000010CBCB3F8A196CA494062AC83FA8484F4BF,d8a7cc7e-5275-4b48-aba3-4171d93c90f0,2011-08-20 00:00:00.000
13170,"5766 Newcastle Road",,Milwaukie,58,"97222",E6100000010C0888A0EA3CB14640BECF18134AAE5EC0,"57b8d5fa-b578-412f-8abd-c3aaf67f8d8d",2013-05-27 00:00:00.000
13171,"7869 Sea Point Way",,Newcastle upon Tyne,14,NT20,E6100000010C66A69C9F2D7D4B40F7C8B54BF0C6F9BF,"78d94fc2-3b28-4570-b3a1-75f3cc13b3dc",2013-12-18 00:00:00.000
13172,Welt Platz 6,,Saarbrücken,70,"66001",E6100000010C8F5B269E5397484013630EEC3F081C40,"19c398c5-32b3-4ab7-87b2-0e18e61fd8a5",2012-11-10 00:00:00.000
13173,"5090 Pepper Way",,Beaverton,58,"97005",E6100000010C320606C89AC34640FB7DCCF520A95EC0,"8bbb3ff5-8a02-439f-bddc-abfe475c9515",2011-12-11 00:00:00.000
13174,"7 Olive St",,Olympia,79,"98501",E6100000010C2BF8A8D6797B4740C00ECBBFADB15EC0,"7cc63303-608a-4b10-b3a6-aa7065d43a91",2014-04-26 00:00:00.000
13175,"10bis, rue des Peupliers",,Les Ulis,177,"91940",E6100000010CCB8C5B373C584840D2A0BC7B3A500140,"771fa182-e04a-49a2-947e-7a501de64a24",2013-12-21 10:09:29.423
13176,"8869 C Olivera Rd",,Leeds,14,LE18,E6100000010CD71427C950E44A40E26EE1D4C2BCF8BF,e3644340-9cdc-4a07-9d85-266db4d8762e,2012-09-26 00:00:00.000
13177,"9068 Muir Road",,Los Angeles,9,"90012",E6100000010C5A64801B900D41409F7B8A00B3935DC0,"5623192d-5345-42d6-8667-c4af9cf67f04",2011-10-07 00:00:00.000
13178,"211bis, rue des Peupliers",,Saint-Denis,179,"93400",E6100000010CEB9DCE07086B48403AA48204CEA50240,"64748be4-b13d-4022-bc8b-162a336abce7",2013-12-21 10:09:29.423
13179,"3514 Sunshine",,Kirkland,79,"98033",E6100000010CC24197288ED04740D02ED48FCA8C5EC0,"868a5834-1d2c-4b0c-81a9-34e9c419b818",2014-04-22 00:00:00.000
13180,"2578 South Creek Drive",,Findon,66,"5023",E6100000010C0D9DEF15847641C0548B3B1129516140,"5237bb6d-02a4-4416-ad5e-1e2678b45f98",2013-09-14 00:00:00.000
13181,"5009 Orange Street",,Bremerton,79,"98312",E6100000010CE8FEEAB2B2C74740C834EFF223B45EC0,"9db5da4e-6c8c-4655-a75d-307913565793",2013-07-13 00:00:00.000
13182,"2538 Stafford Ave",,Sunbury,77,"3429",E6100000010C1BCC8CEAC8C342C0727CDEB3CE166240,"10d40e44-4792-4115-ba26-6d310f455fa7",2013-11-04 00:00:00.000
13183,"8467 Clifford Court",,Kirkland,79,"98033",E6100000010CDCEF9FFB6FD54740BF537D7230845EC0,"68f58b0d-78a8-40aa-b51d-b1b9088dac77",2013-08-20 00:00:00.000
13184,Pflugstr 8515,,Frankfurt,19,"60323",E6100000010C1848DA9904184940CF3EFD5CC1522140,"87b4348e-c5a4-49cd-9b8a-b4cdacd936b5",2014-03-17 00:00:00.000
13185,"4461 Centennial Way",,Burlingame,9,"94010",E6100000010CDC5317FB27CC42405F166CAB738F5EC0,d3d231a7-74b3-4515-b342-a1b17ce6193e,2012-03-29 00:00:00.000
13186,"9241 St George Dr.",,Edmonds,79,"98020",E6100000010C6A1C4C1C4EE04740BDE70834F5975EC0,"67ef2963-4000-4fe5-8426-44deab54cf53",2013-11-02 00:00:00.000
13187,Höhenstr 9479,,Berlin,70,"14197",E6100000010C434B2F8E80364A40E64D8CE143982A40,"8c66a3a7-d7ce-4659-b5f1-49ded245566b",2013-07-20 00:00:00.000
13188,"5165 Wintergreen Court",,Orleans,131,"45000",E6100000010CF41B055BECF04740032C268B8A8BFE3F,"6fb03631-ccff-44c4-97b1-16e2f1f82f79",2013-12-21 10:09:29.423
13189,"1245 Clay Road",,Walla Walla,79,"99362",E6100000010CD63FA7629F034740B1762D97ED9C5DC0,dc1a9495-afdf-4e7f-ad39-e4c9751e1a9c,2013-12-04 00:00:00.000
13190,"524 Sea Point Way",,Leeds,14,LE18,E6100000010C18D351C6BDDC4A4016902E7EB1B7F8BF,"44c9fe44-c62e-4e64-8d07-d51043e8483e",2013-01-03 00:00:00.000
13191,"55, avenue de l´ Union Centrale",,Saint Ouen,127,"41100",E6100000010C059A6E1338ED47408583FD395057F13F,"85d6fc76-40cc-473a-a0a3-862a2912d1d0",2013-12-21 10:09:29.423
13192,"5436 Clear",# 101,Wollongong,50,"2500",E6100000010CE127A934E22F41C0E49E431134DF6240,f8151e48-a704-4320-814e-8e2de9015301,2011-09-21 00:00:00.000
13193,"2313 B Southampton Rd",,Yakima,79,"98901",E6100000010CDFD8E91E1E5B4740B2E5BF394B205EC0,d578f924-526d-4272-a543-7ff7348f2084,2011-12-26 00:00:00.000
13194,"600, avenue des Laurentides",,Tremblay-en-France,179,"93290",E6100000010CD921C78A0786484023EB8BA9376A0440,"8393324c-9493-4a83-b013-73636fa6f034",2013-12-21 10:09:29.423
13195,"137 Lancelot Dr",,Issaquah,79,"98027",E6100000010C0DF1300120C847402686FC4B217D5EC0,c81904b2-0e42-4ed7-8d19-862547701ebf,2011-11-11 00:00:00.000
13196,Klara Straße 22,,Hannover,53,"30601",E6100000010C00000000000000000000000000000000,cb906673-dd5e-46ff-8109-545490452578,2013-09-01 00:00:00.000
13197,"1870 Holland Circle",,Cloverdale,66,"6105",E6100000010C934D56DF9AFE3FC02A6A2F0B35F35C40,d747ce24-e569-4f43-83dc-f801008898e4,2013-03-04 00:00:00.000
13198,"9922 Hawthorne Dr",,Bremerton,79,"98312",E6100000010CB44E87252ECD4740E68A5BB211AD5EC0,"9df159a6-9fc5-457f-ab7d-c6be0ea4834d",2014-06-08 00:00:00.000
13199,"6834 Violetta",,Sydney,50,"1002",E6100000010C65BF40AE5AE940C0CDD4A93D56E06240,f15d709a-a79a-457f-ba20-58fcac82f3da,2014-01-29 00:00:00.000
13200,"8000 Crane Court",,Bellingham,79,"98225",E6100000010C71598489025B4840DA69295E45AA5EC0,b5d0d2d5-9c6c-4c14-a75a-b7c85ea557f0,2013-11-06 00:00:00.000
13201,"5636 Mt. Whitney Dr.",,Berkeley,9,"94704",E6100000010C2E6B137313EE4240E156C51BEB9B5EC0,"843c4487-e936-4456-bf6d-c34a660dc87d",2012-06-29 00:00:00.000
13202,"1584 S. Forest Hill",,Roncq,145,"59223",E6100000010C15A2755664694940A2CB6D44BDFA0840,a2526fd8-8534-47e4-9c02-44919b2ffbb3,2013-12-21 10:09:29.423
