"businessentityid","nationalidnumber","loginid","jobtitle","birthdate","maritalstatus","gender","hiredate","salariedflag","vacationhours","sickleavehours","currentflag","rowguid","modifieddate","organizationnode"
132,"1300049",adventure-works\nicole0,Production Technician - WC40,1986-04-09,M,F,2009-02-22,false,67,53,true,"15671e3b-016f-41fd-840b-5a9f7d776d9a",2014-06-30 00:00:00.000,/3/1/13/5/
133,"830150469",adventure-works\michael1,Production Technician - WC40,1991-01-04,S,M,2009-01-10,false,70,55,true,"416bf905-7d6c-4692-8fd6-40f6c4f9ecc4",2014-06-30 00:00:00.000,/3/1/13/6/
134,"45615666",adventure-works\eric0,Production Supervisor - WC20,1985-01-19,M,M,2009-01-14,false,40,40,true,"2abcf39b-88d7-49fa-820a-83d223322ba5",2014-06-30 00:00:00.000,/3/1/14/
135,"964089218",adventure-works\ivo0,Production Technician - WC20,1982-01-03,M,M,2008-12-04,false,9,24,true,d83a26f3-7ea7-477b-a5bb-7eaadfc13a09,2014-06-30 00:00:00.000,/3/1/14/1/
136,"701156975",adventure-works\sylvester0,Production Technician - WC20,1970-11-12,M,M,2009-12-11,false,4,22,true,d9c43d08-3882-4e5c-bdf0-f6bd7004cd04,2014-06-30 00:00:00.000,/3/1/14/2/
137,"63761469",adventure-works\anibal0,Production Technician - WC20,1974-09-05,S,F,2009-02-23,false,8,24,true,bc18a829-f0ce-4eaf-9785-2d84c86f925a,2014-06-30 00:00:00.000,/3/1/14/3/
138,"25011600",adventure-works\samantha0,Production Technician - WC20,1987-11-22,M,F,2009-02-04,false,7,23,true,"1629eddd-d0ae-4cb9-a59c-3a175f7027e5",2014-06-30 00:00:00.000,/3/1/14/4/
139,"113393530",adventure-works\hung-fu0,Production Technician - WC20,1971-10-23,S,M,2010-01-06,false,0,20,true,"065d8d5f-9504-4ffe-98dc-e69677f19f15",2014-06-30 00:00:00.000,/3/1/14/5/
140,"339233463",adventure-works\prasanna0,Production Technician - WC20,1953-04-30,M,M,2010-01-22,false,5,22,true,"72ed240a-0fd8-4423-8a49-9078ba6bcf6c",2014-06-30 00:00:00.000,/3/1/14/6/
141,"872923042",adventure-works\min0,Production Technician - WC20,1974-09-10,M,M,2010-01-24,false,1,20,true,cc75c35d-1566-43fa-b2e9-d1e508efdcd1,2014-06-30 00:00:00.000,/3/1/14/7/
142,"163347032",adventure-works\olinda0,Production Technician - WC20,1970-04-04,S,F,2010-03-04,false,3,21,true,"6456cec3-9b1e-4ebc-9fd8-732b93363f65",2014-06-30 00:00:00.000,/3/1/14/8/
143,"56772045",adventure-works\krishna0,Production Technician - WC20,1971-09-05,S,M,2010-02-13,false,2,21,true,"42a506a5-0ac0-4148-b702-bb7b804ef98c",2014-06-30 00:00:00.000,/3/1/14/9/
144,"886023130",adventure-works\paul1,Production Technician - WC20,1990-11-04,M,M,2009-01-17,false,6,23,true,dc5ba622-b860-41ee-af92-5feb4779b589,2014-06-30 00:00:00.000,/3/1/14/10/
145,"386315192",adventure-works\cynthia0,Production Supervisor - WC30,1981-08-18,S,F,2009-01-27,false,69,54,true,f9e1dc46-0d03-4a8a-b693-1a964bc13e6c,2014-06-30 00:00:00.000,/3/1/15/
146,"160739235",adventure-works\jianshuo0,Production Technician - WC30,1989-06-25,S,M,2008-12-07,false,36,38,true,"6fff136a-9664-4eb9-9243-fac76e21b9dd",2014-06-30 00:00:00.000,/3/1/15/1/
147,"604664374",adventure-works\sandra0,Production Technician - WC30,1975-11-05,M,F,2008-12-26,false,37,38,true,f69f3ff9-e1e0-4419-a6bf-f705e1556160,2014-06-30 00:00:00.000,/3/1/15/2/
148,"733022683",adventure-works\jason0,Production Technician - WC30,1988-12-07,S,M,2009-01-14,false,38,39,true,c16c501d-942d-4eb0-b5c4-ef8119fbeba2,2014-06-30 00:00:00.000,/3/1/15/3/
149,"764853868",adventure-works\andy0,Production Technician - WC30,1983-10-20,M,M,2009-01-31,false,39,39,true,"615a6bfe-3046-4037-9764-238535f725be",2014-06-30 00:00:00.000,/3/1/15/4/
150,"878395493",adventure-works\michael5,Production Technician - WC30,1982-09-18,M,M,2009-02-26,false,35,37,true,"2b0876d4-8996-4e71-a613-be2e98e7accf",2014-06-30 00:00:00.000,/3/1/15/5/
151,"993310268",adventure-works\rostislav0,Production Technician - WC30,1977-09-13,M,M,2009-02-19,false,40,40,true,"00027a8c-c2f8-4a31-aba8-8a203638b8f1",2014-06-30 00:00:00.000,/3/1/15/6/
152,"319472946",adventure-works\yuhong0,Production Supervisor - WC20,1977-04-06,M,M,2009-02-01,false,41,40,true,f1a684f4-02db-4b22-8977-6d8d3a21100e,2014-06-30 00:00:00.000,/3/1/16/
153,"568596888",adventure-works\hanying0,Production Technician - WC20,1974-10-16,S,M,2008-12-16,false,15,27,true,"618b71bc-6e8c-492d-8862-b9efb7a4e06a",2014-06-30 00:00:00.000,/3/1/16/1/
154,"97728960",adventure-works\raymond0,Production Technician - WC20,1967-03-02,M,M,2008-12-23,false,10,25,true,"9f01e1fb-b893-40cc-9f5c-aaf89f9b7af5",2014-06-30 00:00:00.000,/3/1/16/2/
155,"212801092",adventure-works\fadi0,Production Technician - WC20,1989-02-15,S,M,2009-01-04,false,16,28,true,"9923376f-26d0-4845-9d99-cc3d696caeb8",2014-06-30 00:00:00.000,/3/1/16/3/
156,"322160340",adventure-works\lane0,Production Technician - WC20,1974-09-23,M,M,2009-01-11,false,11,25,true,"042427b8-3883-4a87-a6a3-724ee1690f49",2014-06-30 00:00:00.000,/3/1/16/4/
157,"812797414",adventure-works\linda1,Production Technician - WC20,1977-10-05,S,F,2009-02-03,false,12,26,true,f963f913-449e-4ebb-bfda-fc0c3010db65,2014-06-30 00:00:00.000,/3/1/16/5/
158,"300946911",adventure-works\shelley0,Production Technician - WC20,1986-12-08,S,F,2009-03-07,false,14,27,true,"13942056-2930-4490-83ce-af2386d5a5e7",2014-06-30 00:00:00.000,/3/1/16/6/
159,"404159499",adventure-works\terrence0,Production Technician - WC20,1984-12-08,S,M,2009-02-16,false,13,26,true,"4da76442-5eef-41fb-ae19-16c55714f9ad",2014-06-30 00:00:00.000,/3/1/16/7/
160,"712885347",adventure-works\jeff0,Production Supervisor - WC45,1977-01-15,M,M,2009-01-21,false,74,57,true,"7c7d459e-1f49-427d-9bd5-de31880c85dc",2014-06-30 00:00:00.000,/3/1/17/
161,"275962311",adventure-works\kirk0,Production Technician - WC45,1985-02-06,S,M,2008-12-15,false,74,57,true,"08d25baa-167b-499c-8b51-31dcc856a8cf",2014-06-30 00:00:00.000,/3/1/17/1/
162,"514829225",adventure-works\laura0,Production Technician - WC45,1980-12-25,S,F,2009-01-03,false,75,57,true,fccd65ba-2702-4409-ae56-75af1710ac78,2014-06-30 00:00:00.000,/3/1/17/2/
163,"377784364",adventure-works\alex0,Production Technician - WC45,1990-04-13,M,M,2009-02-08,false,77,58,true,b96bc9c2-5a25-4a9b-887a-c7c10e47b80c,2014-06-30 00:00:00.000,/3/1/17/3/
164,"65848458",adventure-works\andrew1,Production Technician - WC45,1988-09-24,S,M,2009-03-06,false,73,56,true,a2a2cf20-4e5c-45f7-a7bd-1b94f0c3a43a,2014-06-30 00:00:00.000,/3/1/17/4/
165,"539490372",adventure-works\chris0,Production Technician - WC45,1988-12-16,M,M,2009-01-22,false,76,58,true,"300223f3-5587-4230-909b-d9c4afd6d683",2014-06-30 00:00:00.000,/3/1/17/5/
166,"60114406",adventure-works\jack0,Production Supervisor - WC30,1983-06-22,S,M,2009-02-21,false,68,54,true,"69a47230-70ee-48fd-ac15-c39f3712ff14",2014-06-30 00:00:00.000,/3/1/18/
167,"498138869",adventure-works\david1,Production Technician - WC30,1979-11-02,S,M,2008-12-02,false,25,32,true,ed7ee92e-a9d0-4e3a-8dee-4b143e459f7e,2014-06-30 00:00:00.000,/3/1/18/1/
168,"271438431",adventure-works\garrett0,Production Technician - WC30,1984-08-25,S,M,2008-12-07,false,34,37,true,a6f5f72f-aa03-41b7-8b6e-b123bd360753,2014-06-30 00:00:00.000,/3/1/18/2/
169,"351069889",adventure-works\susan1,Production Technician - WC30,1983-04-02,S,F,2008-12-14,false,31,35,true,f73d75d5-b47b-46ee-ad11-7bf13dd6c55d,2014-06-30 00:00:00.000,/3/1/18/3/
170,"476115505",adventure-works\george0,Production Technician - WC30,1977-04-16,M,M,2008-12-21,false,26,33,true,"01b119a2-2af3-4775-818e-b421fecb07a7",2014-06-30 00:00:00.000,/3/1/18/4/
171,"746373306",adventure-works\david3,Production Technician - WC30,1981-08-03,S,M,2009-01-02,false,32,36,true,"84c358d4-2493-452c-b7d6-b212c893a009",2014-06-30 00:00:00.000,/3/1/18/5/
172,"364818297",adventure-works\marc0,Production Technician - WC30,1986-10-24,M,M,2009-01-16,false,22,31,true,"1f151abc-db4a-431a-8a5d-15f46c5b8ffc",2014-06-30 00:00:00.000,/3/1/18/6/
173,"87268837",adventure-works\eugene0,Production Technician - WC30,1987-07-15,S,M,2009-01-21,false,33,36,true,"1ba1d374-18ae-48ed-938f-6f5d2eec4d4d",2014-06-30 00:00:00.000,/3/1/18/7/
174,"585408256",adventure-works\benjamin0,Production Technician - WC30,1986-01-05,S,M,2009-01-27,false,28,34,true,f1a6f824-895b-4a0f-af1b-05fba703e69f,2014-06-30 00:00:00.000,/3/1/18/8/
175,"259388196",adventure-works\reed0,Production Technician - WC30,1989-01-08,M,M,2009-02-02,false,23,31,true,b3967c00-7014-4960-af15-b1a6d3094f6f,2014-06-30 00:00:00.000,/3/1/18/9/
176,"860123571",adventure-works\david7,Production Technician - WC30,1985-09-23,M,M,2009-02-14,false,29,34,true,"85afb689-7eab-41a8-b154-9446195d5bde",2014-06-30 00:00:00.000,/3/1/18/10/
177,"551346974",adventure-works\russell1,Production Technician - WC30,1982-02-11,M,M,2009-02-21,false,24,32,true,d54c7989-2675-4ef3-b392-370a8d264b2b,2014-06-30 00:00:00.000,/3/1/18/11/
178,"568626529",adventure-works\john3,Production Technician - WC30,1982-03-24,S,M,2009-03-03,false,27,33,true,"96c7eab1-6dea-4c59-afd8-923f0e8de1f6",2014-06-30 00:00:00.000,/3/1/18/12/
179,"587567941",adventure-works\jan0,Production Technician - WC30,1974-11-15,S,M,2009-03-05,false,30,35,true,"975f827d-be71-4eb1-8dbf-e6c451d1fad5",2014-06-30 00:00:00.000,/3/1/18/13/
180,"862951447",adventure-works\katie0,Production Supervisor - WC20,1984-11-18,S,F,2009-02-20,false,42,41,true,"5be8b211-cbe5-45d8-84fd-23f36a881473",2014-06-30 00:00:00.000,/3/1/19/
181,"545337468",adventure-works\michael0,Production Technician - WC20,1984-11-17,S,M,2008-12-09,false,20,30,true,"4fd6fe82-535a-4dd1-beb1-154a8b5e42f0",2014-06-30 00:00:00.000,/3/1/19/1/
182,"368920189",adventure-works\nitin0,Production Technician - WC20,1986-12-01,S,M,2008-12-28,false,21,30,true,ebbc6787-3f2d-4f6b-9ea3-4def02ef382e,2014-06-30 00:00:00.000,/3/1/19/2/
183,"969985265",adventure-works\barbara0,Production Technician - WC20,1979-07-02,M,F,2009-01-22,false,17,28,true,"045c9cbb-3448-4599-9fa9-6c7a9f82f832",2014-06-30 00:00:00.000,/3/1/19/3/
184,"305522471",adventure-works\john2,Production Technician - WC20,1986-04-05,M,M,2009-02-09,false,18,29,true,bab69951-28ad-4bca-b5ac-032746d0cc6f,2014-06-30 00:00:00.000,/3/1/19/4/
185,"621932914",adventure-works\stefen0,Production Technician - WC20,1975-12-21,S,M,2009-02-28,false,19,29,true,b9eebf9f-f694-4bc2-98ec-9b4fb0379edf,2014-06-30 00:00:00.000,/3/1/19/5/
186,"551834634",adventure-works\shane0,Production Supervisor - WC45,1990-05-24,S,M,2009-02-08,false,75,57,true,"2625c358-672a-4000-ad67-b8cd3f318285",2014-06-30 00:00:00.000,/3/1/20/
187,"713403643",adventure-works\yvonne0,Production Technician - WC45,1989-04-15,M,F,2008-12-09,false,79,59,true,"83c6dabf-fd7d-4f5b-bb22-eb7eebb9a772",2014-06-30 00:00:00.000,/3/1/20/1/
188,"435234965",adventure-works\douglas0,Production Technician - WC45,1985-11-24,M,M,2008-12-27,false,80,60,true,"1ab0edeb-7558-4734-8423-5a11b44dca35",2014-06-30 00:00:00.000,/3/1/20/2/
189,"187369436",adventure-works\janeth0,Production Technician - WC45,1972-07-24,S,F,2009-01-15,false,81,60,true,"8261b8cb-bc3f-4bce-b364-86035d870263",2014-06-30 00:00:00.000,/3/1/20/3/
190,"456839592",adventure-works\robert0,Production Technician - WC45,1985-02-28,S,M,2009-02-02,false,82,61,true,"2203154e-5ebd-4aca-99be-d835a3309d03",2014-06-30 00:00:00.000,/3/1/20/4/
191,"399658727",adventure-works\lionel0,Production Technician - WC45,1988-03-14,S,M,2009-02-26,false,78,59,true,"231b1798-f67b-45c1-9688-265180f93d28",2014-06-30 00:00:00.000,/3/1/20/5/
192,"634335025",adventure-works\brenda0,Production Supervisor - WC40,1983-02-28,M,F,2009-03-05,false,71,55,true,"714d519b-375e-4c5a-8491-c758d00cf95f",2014-06-30 00:00:00.000,/3/1/21/
193,"761597760",adventure-works\alejandro0,Production Technician - WC40,1988-12-05,S,M,2008-12-06,false,52,46,true,"8c7321d2-2c64-4902-9d64-8f5c1eb7f747",2014-06-30 00:00:00.000,/3/1/21/1/
194,"295971920",adventure-works\fred0,Production Technician - WC40,1989-06-25,S,M,2008-12-12,false,47,43,true,"45358ae8-0b0e-4c11-90bb-dac3ec0d5c82",2014-06-30 00:00:00.000,/3/1/21/2/
195,"918737118",adventure-works\kevin1,Production Technician - WC40,1985-12-25,S,M,2008-12-17,false,58,49,true,dc7e95ff-275e-41c2-8ed3-686864f0540a,2014-06-30 00:00:00.000,/3/1/21/3/
196,"370487086",adventure-works\shammi0,Production Technician - WC40,1980-10-04,M,M,2008-12-24,false,53,46,true,"9bef0c94-7969-4905-9a42-ce469c754800",2014-06-30 00:00:00.000,/3/1/21/4/
197,"632092621",adventure-works\rajesh0,Production Technician - WC40,1977-10-04,M,M,2008-12-31,false,48,44,true,aca7b40c-7ac0-4daa-b4c7-1051d850d7d9,2014-06-30 00:00:00.000,/3/1/21/5/
198,"19312190",adventure-works\lorraine0,Production Technician - WC40,1988-11-26,M,F,2009-01-04,false,49,44,true,a63966b6-9ad6-40bc-afd4-a83745879f4d,2014-06-30 00:00:00.000,/3/1/21/6/
199,"992874797",adventure-works\paula1,Production Technician - WC40,1987-02-10,M,F,2009-01-12,false,54,47,true,"5dd2be46-204f-4af3-91f5-5ef082f6d6a6",2014-06-30 00:00:00.000,/3/1/21/7/
200,"749211824",adventure-works\frank0,Production Technician - WC40,1987-09-06,M,M,2009-01-17,false,56,48,true,dd9ad278-ed17-40cf-8619-baf1bb9d1cf2,2014-06-30 00:00:00.000,/3/1/21/8/
201,"746201340",adventure-works\brian0,Production Technician - WC40,1977-02-10,S,M,2009-01-29,false,55,47,true,"18d594a8-b4ed-43c0-9c43-6033feaadf4e",2014-06-30 00:00:00.000,/3/1/21/9/
202,"436757988",adventure-works\tawana0,Production Technician - WC40,1989-11-10,S,M,2009-02-05,false,50,45,true,bb4a3e50-232e-4212-9faf-e67429febc7d,2014-06-30 00:00:00.000,/3/1/21/10/
203,"693168613",adventure-works\ken1,Production Technician - WC40,1981-05-28,M,M,2009-02-24,false,51,45,true,"699c00d8-c4ab-4cd2-a48f-37cbcb5bfcca",2014-06-30 00:00:00.000,/3/1/21/11/
204,"440379437",adventure-works\gabe0,Production Technician - WC40,1988-05-10,M,M,2009-03-08,false,57,48,true,"790c9a7c-264c-4d48-a9d3-e2571a8011d8",2014-06-30 00:00:00.000,/3/1/21/12/
205,"332349500",adventure-works\lori0,Production Supervisor - WC45,1980-07-18,S,F,2009-02-26,false,76,58,true,"23d436fc-08f7-4988-8b4d-490aa4e8b7e7",2014-06-30 00:00:00.000,/3/1/22/
206,"835460180",adventure-works\stuart0,Production Technician - WC45,1962-09-13,S,M,2008-12-02,false,84,62,true,"4f361b4f-7920-4037-9a0a-46d616f9b9c7",2014-06-30 00:00:00.000,/3/1/22/1/
207,"687685941",adventure-works\greg0,Production Technician - WC45,1970-10-18,S,M,2008-12-02,false,85,62,true,a36b5d6b-72a5-47f8-9f6b-5d922130e760,2014-06-30 00:00:00.000,/3/1/22/2/
208,"199546871",adventure-works\scott0,Production Technician - WC45,1987-02-10,M,M,2009-01-08,false,86,63,true,e35da50a-bb51-4e08-8b8d-87ef4650247a,2014-06-30 00:00:00.000,/3/1/22/3/
209,"167554340",adventure-works\kathie0,Production Technician - WC45,1990-11-01,M,F,2009-01-27,false,87,63,true,"25fc84d7-e013-44b8-82cd-63cd4723af81",2014-06-30 00:00:00.000,/3/1/22/4/
210,"20244403",adventure-works\belinda0,Production Technician - WC45,1969-09-17,S,F,2009-02-20,false,83,61,true,f714b5ec-ca7c-4e6e-a812-2c5a119f4c30,2014-06-30 00:00:00.000,/3/1/22/5/
211,"398223854",adventure-works\hazem0,Quality Assurance Manager,1977-10-26,S,M,2009-02-28,true,80,60,true,"05c84608-f445-4f9d-bb5c-0828c309c29d",2014-12-26 09:17:08.637,/3/2/
212,"885055826",adventure-works\peng0,Quality Assurance Supervisor,1976-03-18,M,M,2008-12-09,true,81,60,true,e249d613-36c9-4544-9b6f-6ce50e5e0da5,2014-06-30 00:00:00.000,/3/2/1/
213,"343861179",adventure-works\sootha0,Quality Assurance Technician,1966-12-05,M,M,2010-02-23,false,85,62,true,a3dadf19-27f0-460a-9888-ce6caa9e3583,2014-06-30 00:00:00.000,/3/2/1/1/
214,"131471224",adventure-works\andreas0,Quality Assurance Technician,1989-03-28,M,M,2009-02-02,false,84,62,true,f4ddd64f-dffe-4df3-aa17-d6bea1924818,2014-06-30 00:00:00.000,/3/2/1/2/
215,"381772114",adventure-works\mark0,Quality Assurance Technician,1986-04-30,S,M,2009-01-15,false,83,61,true,"6b63ef27-2c55-4f4c-be29-fce8b694dc4a",2014-06-30 00:00:00.000,/3/2/1/3/
216,"403414852",adventure-works\sean0,Quality Assurance Technician,1976-03-06,S,M,2008-12-28,false,82,61,true,"34e128cf-d904-4327-8014-9df0d5de7d08",2014-06-30 00:00:00.000,/3/2/1/4/
217,"345106466",adventure-works\zainal0,Document Control Manager,1976-01-30,M,M,2009-01-04,false,77,58,true,dc60eeed-9f9f-4435-8666-4de4fafde9c3,2014-06-30 00:00:00.000,/3/2/2/
218,"540688287",adventure-works\tengiz0,Control Specialist,1990-04-28,S,M,2008-12-16,false,76,58,true,c609b3b2-7969-410c-934c-62c34b63c4ee,2014-06-30 00:00:00.000,/3/2/2/1/
219,"242381745",adventure-works\sean1,Document Control Assistant,1987-03-12,S,M,2009-01-22,false,78,59,true,f78657a9-83ef-4b4d-9809-3c4c6d1a7bb4,2014-06-30 00:00:00.000,/3/2/2/2/
220,"260770918",adventure-works\karen0,Document Control Assistant,1975-12-25,M,F,2009-02-09,false,79,59,true,"8a41ed23-7ae2-4c15-aa5d-9496e721f848",2014-06-30 00:00:00.000,/3/2/2/3/
221,"260805477",adventure-works\chris1,Control Specialist,1987-05-26,M,M,2009-03-06,false,75,57,true,"45c358fb-9c7f-4d36-8ec7-3d89e9fd07f4",2014-06-30 00:00:00.000,/3/2/2/4/
222,"685233686",adventure-works\ascott0,Master Scheduler,1968-09-17,S,M,2008-12-12,false,44,42,true,"13909262-4136-492f-bca3-0b0e3773b03e",2014-12-26 09:17:08.637,/3/3/
223,"981495526",adventure-works\sairaj0,Scheduling Assistant,1987-12-22,M,M,2009-01-26,false,46,43,true,"4d36a720-ce32-4c47-866a-db7844449309",2014-06-30 00:00:00.000,/3/3/1/
224,"621209647",adventure-works\william0,Scheduling Assistant,1981-11-06,M,M,2009-01-07,false,45,42,true,"1a68cd62-6fe9-4613-90d4-2cd178e4e54a",2014-06-30 00:00:00.000,/3/3/2/
225,"470689086",adventure-works\alan0,Scheduling Assistant,1984-03-29,M,M,2009-02-13,false,47,43,true,de321854-b076-4d59-bb7b-42152031b108,2014-06-30 00:00:00.000,/3/3/3/
226,"368691270",adventure-works\brian1,Scheduling Assistant,1984-08-11,M,M,2009-03-03,false,48,44,true,dfa02733-c26e-4e31-99d8-9167e4e5131d,2014-06-30 00:00:00.000,/3/3/4/
227,"141165819",adventure-works\gary1,Facilities Manager,1971-02-18,M,M,2009-12-02,true,86,63,true,"62f6ec59-5635-44f3-9cc1-2d8eeaf90a05",2014-06-30 00:00:00.000,/3/4/
228,"553069203",adventure-works\christian0,Maintenance Supervisor,1976-01-18,M,M,2008-12-14,true,92,66,true,"4611c7c5-90a0-407f-b054-93bd51533609",2014-06-30 00:00:00.000,/3/4/1/
229,"879334904",adventure-works\lori1,Janitor,1970-07-31,M,F,2010-02-16,false,90,65,true,"929fe187-ee24-4f5f-af2a-f96324f09423",2014-06-30 00:00:00.000,/3/4/1/1/
230,"28414965",adventure-works\stuart1,Janitor,1971-12-17,M,M,2010-03-05,false,88,64,true,cc2791e6-7629-49c5-922a-81445afdf033,2014-06-30 00:00:00.000,/3/4/1/2/
231,"153479919",adventure-works\jo1,Janitor,1954-04-24,M,F,2010-03-07,false,91,65,true,"39af5cca-9b52-41e5-b510-72901d2578f6",2014-06-30 00:00:00.000,/3/4/1/3/
232,"646304055",adventure-works\pat0,Janitor,1970-12-03,S,M,2010-01-27,false,89,64,true,"49238447-30ee-4009-993f-0b6c756ab436",2014-06-30 00:00:00.000,/3/4/1/4/
233,"552560652",adventure-works\magnus0,Facilities Administrative Assistant,1971-08-27,M,M,2009-12-21,false,87,63,true,"0a4bcc09-ace5-4481-9067-8b9ed70eca18",2014-06-30 00:00:00.000,/3/4/2/
234,"184188301",adventure-works\laura1,Chief Financial Officer,1976-01-06,M,F,2009-01-31,true,0,20,true,d5e315a6-bd65-4d67-9d5f-81ef5c4ef8a6,2014-06-30 00:00:00.000,/4/
235,"535145551",adventure-works\paula0,Human Resources Manager,1976-02-11,M,F,2008-12-06,true,54,47,true,"65028f15-4149-4de5-b203-9d7ec86baf87",2014-06-30 00:00:00.000,/4/1/
236,"476980013",adventure-works\grant0,Human Resources Administrative Assistant,1976-04-16,S,M,2009-02-25,false,53,46,true,"4511abba-7f34-400e-907b-a663c20e1a41",2014-06-30 00:00:00.000,/4/1/1/
237,"416679555",adventure-works\hao0,Human Resources Administrative Assistant,1977-04-17,S,M,2009-02-06,false,52,46,true,fd53c4c8-b34e-460f-9ee5-747b07fe98b3,2014-06-30 00:00:00.000,/4/1/2/
238,"264306399",adventure-works\vidur0,Recruiter,1984-08-01,S,M,2009-01-01,false,50,45,true,"47e76b59-b137-4572-ad55-6b3e68c13bd3",2014-06-30 00:00:00.000,/4/1/3/
239,"619308550",adventure-works\mindy0,Benefits Specialist,1984-11-20,M,F,2008-12-25,false,51,45,true,"834d7ab6-06e6-4944-b42f-028cd4bd388e",2014-06-30 00:00:00.000,/4/1/4/
240,"332040978",adventure-works\willis0,Recruiter,1978-07-18,S,M,2008-12-13,false,49,44,true,a1d86ecc-ea17-4b1b-8369-f1d07ab0a469,2014-06-30 00:00:00.000,/4/1/5/
241,"30845",adventure-works\david6,Accounts Manager,1983-07-08,M,M,2009-01-30,true,57,48,true,"2dc9d534-f5d1-4a14-8282-0a2a0eb6fd4d",2014-06-30 00:00:00.000,/4/2/
242,"363923697",adventure-works\deborah0,Accounts Receivable Specialist,1976-03-06,M,F,2008-12-18,false,60,50,true,"09f75454-028c-46ca-bc08-0147bd0220d7",2014-06-30 00:00:00.000,/4/2/1/
243,"60517918",adventure-works\candy0,Accounts Receivable Specialist,1976-02-23,S,F,2009-01-06,false,61,50,true,"9e9f713b-707c-4f7e-9504-de188052a045",2014-06-30 00:00:00.000,/4/2/2/
244,"931190412",adventure-works\bryan1,Accounts Receivable Specialist,1984-09-20,S,M,2009-01-24,false,62,51,true,cb3e71ec-a381-4716-87df-d3841ab9795a,2014-06-30 00:00:00.000,/4/2/3/
245,"363910111",adventure-works\barbara1,Accountant,1976-01-04,M,F,2009-02-18,true,58,49,true,"3ffba84e-8e97-4649-a5e1-859649d83aae",2014-06-30 00:00:00.000,/4/2/4/
246,"663843431",adventure-works\dragan0,Accounts Payable Specialist,1977-02-14,M,M,2009-02-11,false,63,51,true,"51c54d34-064b-44f7-a6b1-7702bd491980",2014-06-30 00:00:00.000,/4/2/5/
247,"519756660",adventure-works\janet0,Accounts Payable Specialist,1979-03-09,M,F,2009-03-01,false,64,52,true,"0c641d77-8675-493f-9947-8c65136559cd",2014-06-30 00:00:00.000,/4/2/6/
248,"480951955",adventure-works\mike0,Accountant,1979-07-01,S,M,2009-03-08,true,59,49,true,ac35337d-7c75-4dee-bb11-6564f257fe18,2014-06-30 00:00:00.000,/4/2/7/
249,"121491555",adventure-works\wendy0,Finance Manager,1984-10-11,S,F,2008-12-25,true,55,47,true,"8f410408-4aa8-4d67-886d-530bfe4ebe3b",2014-06-30 00:00:00.000,/4/3/
250,"895209680",adventure-works\sheela0,Purchasing Manager,1978-02-10,S,F,2011-02-25,true,49,44,true,"7d6b0155-0191-4599-8394-378ebde63c9a",2014-06-30 00:00:00.000,/4/3/1/
251,"603686790",adventure-works\mikael0,Buyer,1984-08-17,S,M,2009-02-10,false,59,49,true,d0fd55ff-42fa-491e-8b3b-ab3316018909,2014-06-30 00:00:00.000,/4/3/1/1/
252,"792847334",adventure-works\arvind0,Buyer,1974-08-21,M,M,2009-02-28,false,60,50,true,"51de26f0-6ed9-4a70-b689-88eb882674b6",2014-06-30 00:00:00.000,/4/3/1/2/
253,"407505660",adventure-works\linda2,Buyer,1970-11-30,M,F,2009-12-17,false,56,48,true,ed06f9f4-2123-4c44-89d7-e43e1e1abc2f,2014-06-30 00:00:00.000,/4/3/1/3/
254,"482810518",adventure-works\fukiko0,Buyer,1970-11-24,M,M,2010-01-04,false,57,48,true,"36cd6636-c657-4fc7-9bfa-cc1bfa9102a2",2014-06-30 00:00:00.000,/4/3/1/4/
255,"466142721",adventure-works\gordon0,Buyer,1966-11-29,M,M,2010-01-11,false,52,46,true,"2cb2d5c3-c437-49b1-9ffd-faa096f6126f",2014-06-30 00:00:00.000,/4/3/1/5/
256,"367453993",adventure-works\frank2,Buyer,1952-05-12,M,M,2010-01-23,false,58,49,true,"0423d8d0-1b14-4718-8c17-85e2f98d222f",2014-06-30 00:00:00.000,/4/3/1/6/
257,"381073001",adventure-works\eric2,Buyer,1972-09-17,S,M,2010-01-27,false,54,47,true,a28ab377-06f5-417a-a5e2-59f459088699,2014-06-30 00:00:00.000,/4/3/1/7/
258,"785853949",adventure-works\erin0,Buyer,1971-01-04,S,F,2010-01-31,false,53,46,true,b60712a9-50a5-4296-b892-69c4701834b0,2014-06-30 00:00:00.000,/4/3/1/8/
259,"20269531",adventure-works\ben0,Buyer,1973-06-03,M,M,2010-03-09,false,55,47,true,b9641cae-765c-4662-b760-c167a1f2b8b5,2014-06-30 00:00:00.000,/4/3/1/9/
260,"437296311",adventure-works\annette0,Purchasing Assistant,1978-01-29,M,F,2010-12-06,false,50,45,true,"9e03395f-4d5d-4a53-880e-174bd8c1db59",2014-06-30 00:00:00.000,/4/3/1/10/
261,"280633567",adventure-works\reinout0,Purchasing Assistant,1978-01-17,M,M,2010-12-25,false,51,45,true,"9825eb00-8e36-4506-93a2-6ddcdc0b13c3",2014-06-30 00:00:00.000,/4/3/1/11/
262,"231203233",adventure-works\david5,Assistant to the Chief Financial Officer,1964-06-21,S,M,2009-01-12,false,56,48,true,be81fd77-428c-449f-ab79-48b1cdf53d6a,2014-06-30 00:00:00.000,/4/4/
263,"441044382",adventure-works\jean0,Information Services Manager,1975-12-13,S,F,2008-12-11,true,65,52,true,"794a0b1f-c46a-401c-984d-008996fc7092",2014-06-30 00:00:00.000,/5/
